0.000000,0.664031,0.664031,0.664031,0.664031,0.667296,0.667296,0.667296,0.667296,0.664031,0.664031,0.664031,0.664031
0.672449,0.000000,0.660765,0.660765,0.660765,0.664031,0.667296,0.667296,0.667296,0.667296,0.667296,0.667296,0.667296
0.672449,0.669184,0.000000,0.657500,0.657500,0.660765,0.664031,0.667296,0.667296,0.667296,0.667296,0.667296,0.667296
0.672449,0.669184,0.665918,0.000000,0.654235,0.657500,0.660765,0.664031,0.667296,0.667296,0.667296,0.667296,0.667296
0.672449,0.669184,0.665918,0.662653,0.000000,0.654235,0.657500,0.660765,0.664031,0.667296,0.667296,0.667296,0.667296
0.675714,0.672449,0.669184,0.665918,0.662653,0.000000,0.654235,0.657500,0.660765,0.664031,0.667296,0.667296,0.667296
0.675714,0.675714,0.672449,0.669184,0.665918,0.662653,0.000000,0.654235,0.657500,0.660765,0.664031,0.667296,0.667296
0.675714,0.675714,0.675714,0.672449,0.669184,0.665918,0.662653,0.000000,0.654235,0.657500,0.660765,0.664031,0.667296
0.675714,0.675714,0.675714,0.675714,0.672449,0.669184,0.665918,0.662653,0.000000,0.654235,0.657500,0.660765,0.664031
0.672449,0.675714,0.675714,0.675714,0.675714,0.672449,0.669184,0.665918,0.662653,0.000000,0.654235,0.657500,0.660765
0.672449,0.675714,0.675714,0.675714,0.675714,0.675714,0.672449,0.669184,0.665918,0.662653,0.000000,0.657500,0.660765
0.672449,0.675714,0.675714,0.675714,0.675714,0.675714,0.675714,0.672449,0.669184,0.665918,0.665918,0.000000,0.660765
0.672449,0.675714,0.675714,0.675714,0.675714,0.675714,0.675714,0.675714,0.672449,0.669184,0.669184,0.669184,0.000000
