0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.034286,0.034286,0.034286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.034286,0.000000,0.068571,0.068571,0.034286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.034286,0.068571,0.000000,0.102857,0.068571,0.034286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.034286,0.068571,0.102857,0.000000,0.102857,0.068571,0.034286,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.034286,0.068571,0.102857,0.000000,0.102857,0.068571,0.034286,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.034286,0.068571,0.102857,0.000000,0.102857,0.068571,0.034286,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.034286,0.068571,0.102857,0.000000,0.102857,0.068571,0.034286,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.034286,0.068571,0.102857,0.000000,0.102857,0.068571,0.034286,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034286,0.068571,0.102857,0.000000,0.102857,0.068571,0.034286
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034286,0.068571,0.102857,0.000000,0.068571,0.034286
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034286,0.068571,0.068571,0.000000,0.034286
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034286,0.034286,0.034286,0.000000
