0.000000,0.000000,0.000918,0.004286,0.010102,0.018367,0.029082,0.042245,0.057857,0.075918,0.096429,0.119388,0.144796
0.000000,0.000000,0.001837,0.005204,0.011020,0.019286,0.030000,0.043163,0.058776,0.076837,0.097347,0.120306,0.145714
0.000918,0.001837,0.000000,0.008571,0.014388,0.022653,0.033367,0.046531,0.062143,0.080204,0.100714,0.123673,0.149082
0.004286,0.005204,0.008571,0.000000,0.020204,0.028469,0.039184,0.052347,0.067959,0.086020,0.106531,0.129490,0.154898
0.010102,0.011020,0.014388,0.020204,0.000000,0.036735,0.047449,0.060612,0.076224,0.094286,0.114796,0.137755,0.163163
0.018367,0.019286,0.022653,0.028469,0.036735,0.000000,0.058163,0.071327,0.086939,0.105000,0.125510,0.148469,0.173878
0.029082,0.030000,0.033367,0.039184,0.047449,0.058163,0.000000,0.084490,0.100102,0.118163,0.138673,0.161633,0.187041
0.042245,0.043163,0.046531,0.052347,0.060612,0.071327,0.084490,0.000000,0.115714,0.133776,0.154286,0.177245,0.202653
0.057857,0.058776,0.062143,0.067959,0.076224,0.086939,0.100102,0.115714,0.000000,0.151837,0.172347,0.195306,0.220714
0.075918,0.076837,0.080204,0.086020,0.094286,0.105000,0.118163,0.133776,0.151837,0.000000,0.192857,0.215816,0.241224
0.096429,0.097347,0.100714,0.106531,0.114796,0.125510,0.138673,0.154286,0.172347,0.192857,0.000000,0.238776,0.264184
0.119388,0.120306,0.123673,0.129490,0.137755,0.148469,0.161633,0.177245,0.195306,0.215816,0.238776,0.000000,0.289592
0.144796,0.145714,0.149082,0.154898,0.163163,0.173878,0.187041,0.202653,0.220714,0.241224,0.264184,0.289592,0.000000
